"","...1","...2","order_id","customer_id","restaurant_name","cuisine_type","cost_of_the_order","day_of_the_week","rating","food_preparation_time","delivery_time"
"912",912,912,1477582,297130,"Blue Ribbon Sushi","Japanese",12.95,"Weekend","Not given",22,23
"913",913,913,1477190,397588,"Kanoyama","Japanese",25.27,"Weekday","Not given",29,33
"914",914,914,1477043,142356,"Blue Ribbon Sushi","Japanese",6.74,"Weekend","4",22,28
"915",915,915,1477136,120490,"Parm","Italian",21.88,"Weekend","4",23,30
"916",916,916,1476972,111356,"Bhatti Indian Grill","Indian",32.98,"Weekday","Not given",32,30
"917",917,917,1476627,120385,"Westville Hudson","American",16.98,"Weekend","5",34,20
"918",918,918,1477148,385406,"The Meatball Shop","Italian",11.59,"Weekday","Not given",21,30
"919",919,919,1478165,54851,"RedFarm Hudson","Chinese",12.18,"Weekend","Not given",22,27
"920",920,920,1476622,399332,"Philippe Chow","Chinese",24.2,"Weekday","5",28,30
"921",921,921,1477246,39705,"Bukhara Grill","Indian",16.54,"Weekend","5",23,17
"922",922,922,1477512,44759,"Sushi of Gari Tribeca","Japanese",9.27,"Weekend","Not given",20,17
"923",923,923,1477696,54809,"RedFarm Broadway","Chinese",24.3,"Weekday","5",24,31
"924",924,924,1476578,97079,"Donburi-ya","Japanese",12.18,"Weekend","Not given",23,23
"925",925,925,1477171,229946,"Chipotle Mexican Grill $1.99 Delivery","Mexican",12.13,"Weekend","3",34,25
"926",926,926,1477960,375098,"12 Chairs","Middle Eastern",29.1,"Weekend","Not given",22,26
"927",927,927,1478260,41991,"Blue Ribbon Sushi Bar & Grill","Japanese",12.37,"Weekend","Not given",21,16
"928",928,928,1476720,91958,"Dirty Bird To Go (archived)","American",12.13,"Weekend","4",22,27
"929",929,929,1476767,83287,"Blue Ribbon Sushi Izakaya","Japanese",18.24,"Weekend","5",32,22
"930",930,930,1477839,75548,"The MasalaWala","Indian",12.13,"Weekend","4",32,15
"931",931,931,1477462,304707,"Han Dynasty","Chinese",12.08,"Weekend","5",27,29
"932",932,932,1477120,285774,"Blue Ribbon Sushi","Japanese",6.79,"Weekday","5",21,29
"933",933,933,1476858,385350,"Blue Ribbon Sushi","Japanese",12.13,"Weekend","5",26,17
"934",934,934,1476967,129798,"TAO","Japanese",29.49,"Weekday","Not given",22,32
"935",935,935,1477808,123977,"Vezzo Thin Crust Pizza","Italian",13.05,"Weekend","5",31,27
"936",936,936,1477902,91114,"Shake Shack","American",15.77,"Weekend","4",35,23
"937",937,937,1477416,123977,"Vezzo Thin Crust Pizza","Italian",22.26,"Weekday","Not given",22,32
"938",938,938,1476833,388420,"Sushi of Gari 46","Japanese",9.02,"Weekend","5",32,17
"939",939,939,1476813,261665,"Han Dynasty","Chinese",7.71,"Weekend","5",22,18
"940",940,940,1477907,213212,"Blue Ribbon Fried Chicken","American",14.65,"Weekend","Not given",34,23
"941",941,941,1477668,160957,"Han Dynasty","Chinese",22.31,"Weekend","5",29,15
"942",942,942,1477306,94691,"brgr","American",5.72,"Weekday","3",24,26
"943",943,943,1478257,41877,"Cafe Mogador","Middle Eastern",6.69,"Weekend","4",23,30
"944",944,944,1477662,6987,"Hill Country Fried Chicken","Southern",29.78,"Weekday","Not given",35,33
"945",945,945,1478161,52327,"Sushi of Gari","Japanese",16.01,"Weekend","Not given",33,19
"946",946,946,1478225,142574,"Sushi of Gari","Japanese",15.96,"Weekend","Not given",22,19
"947",947,947,1476839,107909,"Shake Shack","American",14.07,"Weekend","Not given",33,21
"948",948,948,1477847,106478,"Blue Ribbon Sushi","Japanese",24.25,"Weekday","4",22,29
"949",949,949,1476718,35643,"Vanessa's Dumpling House","Chinese",14.84,"Weekend","5",31,24
"950",950,950,1478429,355090,"Shake Shack","American",22.85,"Weekend","5",24,23
"951",951,951,1476885,133349,"Vanessa's Dumplings","Chinese",20.23,"Weekend","5",33,17
"952",952,952,1478230,97346,"RedFarm Hudson","Chinese",14.6,"Weekend","3",30,28
"953",953,953,1478162,241080,"TAO","Japanese",15.52,"Weekend","4",32,27
"954",954,954,1477645,343554,"Blue Ribbon Fried Chicken","American",8.98,"Weekend","3",26,27
"955",955,955,1477583,370096,"Melt Shop","American",19.4,"Weekend","4",30,25
"956",956,956,1477214,98319,"Five Guys Burgers and Fries","American",13,"Weekday","5",30,27
"957",957,957,1477529,377260,"The Smile","American",5.82,"Weekend","3",22,25
"958",958,958,1477648,110792,"Blue Ribbon Sushi","Japanese",16.06,"Weekend","Not given",24,21
"959",959,959,1476874,60901,"RedFarm Hudson","Chinese",5.82,"Weekend","5",22,22
"960",960,960,1477097,132906,"Sushi of Gari 46","Japanese",13.05,"Weekday","Not given",28,30
"961",961,961,1477974,41907,"Parm","Italian",9.22,"Weekend","4",31,25
"962",962,962,1478036,186976,"Burger Joint","American",8.35,"Weekend","4",28,17
"963",963,963,1478371,258275,"Cafe Habana","Mexican",25.17,"Weekend","Not given",27,26
"964",964,964,1476730,344577,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.05,"Weekend","4",22,21
"965",965,965,1476768,72757,"Jack's Wife Freda","Mediterranean",8.49,"Weekend","Not given",23,18
"966",966,966,1476786,103852,"Blue Ribbon Sushi","Japanese",6.74,"Weekend","5",22,29
"967",967,967,1478242,372276,"Pinto Nouveau Thai Bistro","Thai",24.2,"Weekend","5",29,15
"968",968,968,1477773,72726,"Shake Shack","American",12.18,"Weekend","5",32,24
"969",969,969,1477063,317446,"The Meatball Shop","Italian",19.4,"Weekend","5",28,30
"970",970,970,1477419,186454,"Shake Shack","American",14.07,"Weekend","5",34,17
"971",971,971,1476864,381020,"RedFarm Broadway","Chinese",31.86,"Weekend","4",25,19
"972",972,972,1476791,390484,"RedFarm Broadway","Chinese",12.56,"Weekday","4",35,33
"973",973,973,1477054,351799,"Sushi of Gari Tribeca","Japanese",14.07,"Weekend","5",34,29
"974",974,974,1478184,232359,"The Meatball Shop","American",5.82,"Weekend","5",30,30
"975",975,975,1476851,361220,"Carmine's","Italian",19.98,"Weekday","5",34,30
"976",976,976,1476597,373059,"Shake Shack","American",14.07,"Weekend","Not given",31,25
"977",977,977,1477241,42828,"Jack's Wife Freda","Mediterranean",14.12,"Weekday","5",25,25
"978",978,978,1477282,241719,"Sushi of Gari Tribeca","Japanese",12.42,"Weekend","4",23,20
"979",979,979,1477874,41168,"Parm","Italian",12.13,"Weekend","Not given",25,29
"980",980,980,1476852,369809,"Five Guys Burgers and Fries","American",19.45,"Weekday","3",28,28
"981",981,981,1476958,41638,"Blue Ribbon Fried Chicken","American",12.18,"Weekend","4",26,29
"982",982,982,1477226,361728,"The Meatball Shop","Italian",6.69,"Weekend","Not given",25,18
"983",983,983,1477327,328731,"Nobu Next Door","Japanese",13.97,"Weekday","Not given",27,24
"984",984,984,1476905,360844,"Blue Ribbon Sushi Bar & Grill","Japanese",5.72,"Weekday","5",32,26
"985",985,985,1478433,94700,"Haandi","Indian",13.1,"Weekend","Not given",31,30
"986",986,986,1476666,205241,"Shake Shack","American",6.07,"Weekday","4",23,27
"987",987,987,1476552,334758,"Melt Shop","American",12.56,"Weekend","4",25,23
"988",988,988,1477137,157578,"P.J. Clarke's","American",14.07,"Weekday","5",33,26
"989",989,989,1477440,127934,"Blue Ribbon Fried Chicken","American",12.52,"Weekday","4",24,31
"990",990,990,1477545,144352,"Shake Shack","American",21.93,"Weekday","Not given",21,33
"991",991,991,1478215,92726,"Sarabeth's East","American",25.27,"Weekend","4",23,19
"992",992,992,1478301,184325,"Asuka Sushi","Japanese",22.75,"Weekday","5",25,32
"993",993,993,1477294,39334,"The Meatball Shop","American",12.18,"Weekend","5",22,26
"994",994,994,1477235,115841,"Rubirosa","Italian",15.38,"Weekday","Not given",30,31
"995",995,995,1478012,114919,"Yama Japanese Restaurant","Japanese",12.66,"Weekend","Not given",25,26
"996",996,996,1477005,87006,"Nobu Next Door","Japanese",25.17,"Weekend","Not given",21,16
"997",997,997,1476600,141912,"P.J. Clarke's","American",24.25,"Weekend","Not given",24,15
"998",998,998,1478270,303548,"Shake Shack","American",14.02,"Weekend","4",20,21
"999",999,999,1477299,60039,"ilili Restaurant","Middle Eastern",31.33,"Weekday","4",29,27
"1000",1000,1000,1477388,396432,"Blue Ribbon Sushi Izakaya","Japanese",9.7,"Weekend","Not given",25,15
"1001",1001,1001,1477221,125510,"Blue Ribbon Sushi Izakaya","Japanese",33.03,"Weekend","3",34,23
"1002",1002,1002,1476691,68775,"Sushi of Gari Tribeca","Japanese",24.2,"Weekend","Not given",22,21
"1003",1003,1003,1476838,51356,"Burger Joint","American",16.15,"Weekend","Not given",31,15
"1004",1004,1004,1477913,92096,"Aurora","Italian",21.93,"Weekend","Not given",31,18
"1005",1005,1005,1477453,83287,"Shake Shack","American",9.41,"Weekend","5",22,20
"1006",1006,1006,1477946,81152,"Hill Country Fried Chicken","Southern",14.12,"Weekend","5",25,15
"1007",1007,1007,1477395,56219,"Parm","Italian",14.55,"Weekday","5",30,32
"1008",1008,1008,1478404,97991,"Blue Ribbon Sushi Bar & Grill","Japanese",33.03,"Weekend","5",28,15
"1009",1009,1009,1476567,122609,"Blue Ribbon Sushi","Japanese",13,"Weekend","5",34,15
"1010",1010,1010,1476903,53874,"Sarabeth's","American",25.17,"Weekend","3",28,23
"1011",1011,1011,1478374,64151,"Rubirosa","Italian",5.97,"Weekend","3",30,25
"1012",1012,1012,1476764,44049,"Sushi Samba","Japanese",13,"Weekend","4",33,21
"1013",1013,1013,1476629,317993,"Melt Shop","American",12.66,"Weekend","3",27,26
"1014",1014,1014,1476936,260035,"Blue Ribbon Sushi Bar & Grill","Japanese",14.12,"Weekend","Not given",31,25
"1015",1015,1015,1478342,142681,"Osteria Morini","Italian",8.3,"Weekend","Not given",27,19
"1016",1016,1016,1477229,72339,"Hatsuhana","Japanese",17.03,"Weekday","4",35,33
"1017",1017,1017,1476961,112272,"Blue Ribbon Sushi","Japanese",14.02,"Weekday","Not given",35,29
"1018",1018,1018,1477332,43018,"RedFarm Hudson","Chinese",24.2,"Weekend","5",27,19
"1019",1019,1019,1478193,83287,"Five Guys Burgers and Fries","American",16.01,"Weekend","Not given",27,19
"1020",1020,1020,1478410,84087,"The Meatball Shop","Italian",25.22,"Weekend","5",32,25
"1021",1021,1021,1477080,67848,"The Kati Roll Company","Indian",19.45,"Weekend","Not given",25,24
"1022",1022,1022,1477169,46696,"Blue Ribbon Sushi Bar & Grill","Japanese",12.08,"Weekday","5",29,24
"1023",1023,1023,1476761,64153,"Blue Ribbon Fried Chicken","American",24.25,"Weekday","5",33,30
"1024",1024,1024,1477584,275689,"Cafe Habana","Mexican",16.98,"Weekday","4",23,30
"1025",1025,1025,1477916,121706,"Blue Ribbon Fried Chicken","American",13,"Weekend","Not given",24,30
"1026",1026,1026,1476561,115213,"Tamarind TriBeCa","Indian",13.24,"Weekend","Not given",23,30
"1027",1027,1027,1477072,113507,"Parm","Italian",29.39,"Weekday","Not given",26,30
"1028",1028,1028,1476755,331143,"Waverly Diner","American",11.59,"Weekend","Not given",25,22
"1029",1029,1029,1478293,84045,"Barbounia","Mediterranean",12.13,"Weekend","Not given",26,26
"1030",1030,1030,1477142,87151,"Rubirosa","Italian",24.2,"Weekend","4",23,26
"1031",1031,1031,1477494,300003,"Crema Restaurante","Mexican",15.86,"Weekend","Not given",31,30
"1032",1032,1032,1477176,260680,"Tamarind TriBeCa","Indian",12.95,"Weekday","3",27,24
"1033",1033,1033,1478383,121905,"Shake Shack","American",15.86,"Weekend","3",34,20
"1034",1034,1034,1476917,58675,"Big Daddy's","American",14.84,"Weekend","5",32,22
"1035",1035,1035,1478082,103005,"Yama Japanese Restaurant","Japanese",5.77,"Weekend","Not given",34,21
"1036",1036,1036,1477502,367076,"Sushi of Gari 46","Japanese",22.8,"Weekend","Not given",30,25
"1037",1037,1037,1477734,81658,"The Meatball Shop","Italian",29.25,"Weekday","5",35,29
"1038",1038,1038,1477151,97991,"Blue Ribbon Sushi Bar & Grill","Japanese",22.36,"Weekend","4",25,18
"1039",1039,1039,1478333,93437,"Sushi of Gari 46","Japanese",22.26,"Weekend","5",27,26
"1040",1040,1040,1477013,52832,"Donburi-ya","Japanese",8.01,"Weekday","5",30,30
"1041",1041,1041,1476949,14869,"Pepe Rosso To Go","Italian",16.3,"Weekend","Not given",23,30
"1042",1042,1042,1477779,39275,"TAO","Japanese",31.43,"Weekend","Not given",34,20
"1043",1043,1043,1478131,395616,"Parm","Italian",12.13,"Weekend","3",23,15
"1044",1044,1044,1477769,129798,"TAO","Japanese",8.05,"Weekday","Not given",26,31
"1045",1045,1045,1478099,97255,"Parm","Italian",19.4,"Weekday","Not given",24,28
"1046",1046,1046,1476810,95164,"Amma","Indian",19.35,"Weekend","Not given",30,16
"1047",1047,1047,1477279,35432,"TAO","Japanese",16.15,"Weekend","3",24,22
"1048",1048,1048,1478309,127130,"Momoya","Japanese",16.05,"Weekday","4",34,33
"1049",1049,1049,1477368,132137,"Parm","Italian",24.25,"Weekend","4",34,21
"1050",1050,1050,1477409,146588,"Shake Shack","American",9.07,"Weekday","3",35,26
"1051",1051,1051,1477506,283831,"Blue Ribbon Sushi Bar & Grill","Japanese",13.05,"Weekday","5",22,28
"1052",1052,1052,1476888,342107,"Shake Shack","American",12.13,"Weekday","5",25,30
"1053",1053,1053,1477579,349854,"Shake Shack","American",24.35,"Weekday","5",34,26
"1054",1054,1054,1477977,43856,"Han Dynasty","Chinese",16.01,"Weekend","5",30,16
"1055",1055,1055,1478336,138426,"Tony's Di Napoli","Italian",5.82,"Weekend","5",26,26
"1056",1056,1056,1477649,106478,"Cafe Mogador","Middle Eastern",16.15,"Weekend","5",29,27
"1057",1057,1057,1477108,47280,"Blue Ribbon Sushi","Japanese",29.68,"Weekend","3",26,30
"1058",1058,1058,1477947,78560,"The Meatball Shop","Italian",12.18,"Weekend","3",27,20
"1059",1059,1059,1477488,344586,"Sushi of Gari 46","Japanese",12.56,"Weekend","4",20,22
"1060",1060,1060,1477236,1311,"Chipotle Mexican Grill $1.99 Delivery","Mexican",16.1,"Weekend","Not given",22,26
"1061",1061,1061,1478392,77511,"Parm","Italian",21.93,"Weekend","4",22,25
"1062",1062,1062,1476940,197633,"Sushi of Gari 46","Japanese",5.77,"Weekday","4",32,24
"1063",1063,1063,1477671,393765,"Nobu Next Door","Japanese",6.02,"Weekend","5",33,24
"1064",1064,1064,1476742,92096,"Aurora","Italian",6.74,"Weekday","Not given",30,26
"1065",1065,1065,1478177,80683,"Blue Ribbon Sushi","Japanese",11.59,"Weekend","4",22,18
"1066",1066,1066,1477035,141496,"Dickson's Farmstand Meats","American",33.03,"Weekend","5",35,20
"1067",1067,1067,1477923,75115,"RedFarm Hudson","Chinese",33.03,"Weekend","3",32,19
"1068",1068,1068,1478054,170221,"Shake Shack","American",5.72,"Weekend","Not given",24,19
"1069",1069,1069,1477590,145952,"Blue Ribbon Sushi","Japanese",29.15,"Weekday","Not given",26,24
"1070",1070,1070,1477984,353676,"indikitch","Indian",14.07,"Weekend","4",20,30
"1071",1071,1071,1476828,52832,"Donburi-ya","Japanese",6.64,"Weekday","Not given",21,29
"1072",1072,1072,1477234,91817,"Melt Shop","American",9.6,"Weekend","5",30,16
"1073",1073,1073,1477829,164529,"Blue Ribbon Sushi","Japanese",9.32,"Weekend","4",32,18
"1074",1074,1074,1477191,93797,"ilili Restaurant","Middle Eastern",25.22,"Weekday","5",25,33
"1075",1075,1075,1477509,382076,"Shake Shack","American",16.93,"Weekend","Not given",25,26
"1076",1076,1076,1477950,301032,"Blue Ribbon Fried Chicken","American",16.44,"Weekend","4",24,16
"1077",1077,1077,1476679,241719,"Blue Ribbon Sushi Izakaya","Japanese",14.41,"Weekend","5",22,20
"1078",1078,1078,1478388,285143,"Pepe Rosso To Go","Italian",12.13,"Weekend","4",25,18
"1079",1079,1079,1478078,54608,"Tamarind TriBeCa","Indian",22.26,"Weekend","5",34,15
"1080",1080,1080,1477443,105903,"Shake Shack","American",24.3,"Weekday","4",35,29
"1081",1081,1081,1477272,143984,"The Smile","American",12.27,"Weekday","Not given",32,24
"1082",1082,1082,1476868,122609,"Blue Ribbon Sushi Izakaya","Japanese",12.23,"Weekend","Not given",33,23
"1083",1083,1083,1478432,331143,"Waverly Diner","American",14.6,"Weekday","3",20,32
"1084",1084,1084,1476988,94115,"Moonstruck on Second","American",14.94,"Weekend","5",27,20
"1085",1085,1085,1476762,367111,"Blue Ribbon Sushi Bar & Grill","Japanese",16.54,"Weekend","Not given",27,17
"1086",1086,1086,1477925,347181,"RedFarm Hudson","Chinese",11.64,"Weekend","Not given",34,18
"1087",1087,1087,1478145,42461,"Melt Shop","American",11.69,"Weekday","4",21,27
"1088",1088,1088,1477042,209179,"RedFarm Broadway","Chinese",6.74,"Weekend","Not given",31,27
"1089",1089,1089,1476834,176622,"Cafe Mogador","Middle Eastern",9.22,"Weekend","Not given",23,15
"1090",1090,1090,1477446,88333,"The Meatball Shop","American",5.77,"Weekend","Not given",33,27
"1091",1091,1091,1477727,333311,"Blue Ribbon Sushi Izakaya","Japanese",21.93,"Weekend","Not given",35,26
"1092",1092,1092,1476812,83287,"Shake Shack","American",9.02,"Weekday","4",23,27
"1093",1093,1093,1477948,141550,"Serafina Fabulous Pizza","Italian",22.8,"Weekday","4",28,31
"1094",1094,1094,1477739,63096,"Rubirosa","Italian",12.51,"Weekend","5",21,15
"1095",1095,1095,1476801,104130,"Ravagh Persian Grill","Middle Eastern",14.07,"Weekday","5",34,33
"1096",1096,1096,1477530,64754,"The Kati Roll Company","Indian",5.34,"Weekend","4",27,18
"1097",1097,1097,1478140,62730,"Westville Hudson","American",29.1,"Weekend","Not given",20,24
"1098",1098,1098,1477398,87357,"Five Guys Burgers and Fries","American",6.4,"Weekday","5",23,32
"1099",1099,1099,1477575,367800,"Cafe Mogador","Middle Eastern",14.12,"Weekend","Not given",24,24
"1100",1100,1100,1477780,303409,"TAO","Japanese",12.18,"Weekend","Not given",23,24
"1101",1101,1101,1477726,268958,"Osteria Morini","Italian",19.45,"Weekend","Not given",26,29
"1102",1102,1102,1477703,121681,"Momoya","Japanese",11.59,"Weekend","5",20,21
"1103",1103,1103,1476631,57263,"Nobu Next Door","Japanese",9.22,"Weekend","Not given",29,23
"1104",1104,1104,1476822,284256,"Empanada Mama (closed)","Mexican",12.13,"Weekend","5",21,22
"1105",1105,1105,1477869,125854,"Shake Shack","American",15.76,"Weekend","4",34,27
"1106",1106,1106,1478245,52832,"Junoon","Indian",29.49,"Weekend","5",23,17
"1107",1107,1107,1477250,41409,"Nobu Next Door","Japanese",19.35,"Weekend","4",28,30
"1108",1108,1108,1477591,97806,"Shake Shack","American",31.43,"Weekend","Not given",30,19
"1109",1109,1109,1477840,35309,"Blue Ribbon Sushi","Japanese",19.4,"Weekend","5",24,25
"1110",1110,1110,1477613,186473,"Blue Ribbon Sushi","Japanese",11.69,"Weekend","Not given",28,29
"1111",1111,1111,1477129,52832,"Han Dynasty","Chinese",19.3,"Weekend","Not given",34,21
"1112",1112,1112,1476670,355970,"The Meatball Shop","Italian",7.61,"Weekend","3",20,26
"1113",1113,1113,1478155,5693,"The Meatball Shop","Italian",8.3,"Weekday","Not given",29,32
"1114",1114,1114,1477928,70709,"RedFarm Hudson","Chinese",25.17,"Weekend","Not given",21,17
"1115",1115,1115,1478233,264707,"TAO","Japanese",12.08,"Weekday","3",24,26
"1116",1116,1116,1477622,84087,"The Meatball Shop","Italian",12.71,"Weekday","5",29,33
"1117",1117,1117,1478130,114410,"The Meatball Shop","Italian",12.18,"Weekend","Not given",20,16
"1118",1118,1118,1477698,60835,"Parm","Italian",29.35,"Weekend","5",29,17
"1119",1119,1119,1478080,312853,"Five Guys Burgers and Fries","American",25.27,"Weekend","5",27,29
"1120",1120,1120,1477533,236739,"Xi'an Famous Foods","Chinese",8.54,"Weekend","5",29,30
"1121",1121,1121,1476729,396481,"Han Dynasty","Chinese",29.15,"Weekend","Not given",27,15
"1122",1122,1122,1477980,385150,"Blue Ribbon Sushi","Japanese",17.85,"Weekend","Not given",28,18
"1123",1123,1123,1478019,106006,"Blue Ribbon Sushi Izakaya","Japanese",16.1,"Weekend","3",20,28
"1124",1124,1124,1477505,399832,"The Kati Roll Company","Indian",14.07,"Weekend","5",23,20
"1125",1125,1125,1477204,376578,"Shake Shack","American",15.57,"Weekday","4",34,25
"1126",1126,1126,1477988,82041,"Parm","Italian",16.44,"Weekend","4",23,22
"1127",1127,1127,1478345,365871,"Cafe de La Esquina","Mexican",16.06,"Weekend","5",27,21
"1128",1128,1128,1478413,318689,"Olive Garden","Italian",6.74,"Weekend","5",23,19
"1129",1129,1129,1476639,399172,"Blue Ribbon Fried Chicken","American",14.07,"Weekday","Not given",20,31
"1130",1130,1130,1477985,325272,"Cho Dang Gol","Korean",12.13,"Weekend","4",29,16
"1131",1131,1131,1477198,86449,"The Meatball Shop","Italian",8.54,"Weekend","3",31,15
"1132",1132,1132,1476973,101746,"Cafeteria","American",11.59,"Weekend","Not given",24,19
"1133",1133,1133,1477961,167738,"Jack's Wife Freda","Mediterranean",31.43,"Weekend","5",34,20
"1134",1134,1134,1477092,144851,"Benihana","Japanese",16.11,"Weekend","Not given",25,29
"1135",1135,1135,1477866,44706,"Blue Ribbon Sushi","Japanese",9.41,"Weekend","5",24,18
"1136",1136,1136,1478041,96456,"67 Burger","American",29.05,"Weekday","5",20,28
"1137",1137,1137,1477860,209179,"RedFarm Broadway","Chinese",5.87,"Weekend","4",27,22
"1138",1138,1138,1478232,77371,"Blue Ribbon Sushi Bar & Grill","Japanese",12.18,"Weekend","4",24,15
"1139",1139,1139,1477023,99288,"Boqueria","Spanish",12.13,"Weekday","Not given",33,28
"1140",1140,1140,1477455,38336,"Rubirosa","Italian",16.2,"Weekend","4",21,27
"1141",1141,1141,1477709,110461,"Blue Ribbon Sushi","Japanese",5.97,"Weekend","3",31,30
"1142",1142,1142,1477263,291667,"Shake Shack","American",12.23,"Weekday","5",35,25
"1143",1143,1143,1477242,63890,"Blue Ribbon Sushi","Japanese",14.12,"Weekday","5",35,33
"1144",1144,1144,1476788,310706,"Parm","Italian",6.74,"Weekday","5",25,30
"1145",1145,1145,1477783,73895,"RedFarm Broadway","Chinese",19.4,"Weekend","5",24,25
"1146",1146,1146,1478231,141732,"Blue Ribbon Fried Chicken","American",12.13,"Weekend","Not given",35,29
"1147",1147,1147,1476798,110858,"Burger Joint","American",14.16,"Weekend","4",28,28
"1148",1148,1148,1477432,345798,"Yama Japanese Restaurant","Japanese",12.13,"Weekend","Not given",26,26
"1149",1149,1149,1478044,354719,"Jack's Wife Freda","Mediterranean",31.38,"Weekend","Not given",28,18
"1150",1150,1150,1477789,185355,"Sushi Samba","Japanese",22.85,"Weekday","5",21,32
"1151",1151,1151,1477736,361701,"Westville Hudson","American",32.93,"Weekend","5",30,20
"1152",1152,1152,1478235,114234,"The Meatball Shop","Italian",19.4,"Weekend","Not given",20,16
"1153",1153,1153,1478156,41968,"Shake Shack","American",8.1,"Weekend","Not given",25,24
"1154",1154,1154,1478262,48851,"Melt Shop","American",9.02,"Weekday","Not given",29,24
"1155",1155,1155,1476554,368663,"Shake Shack","American",9.12,"Weekend","Not given",31,19
"1156",1156,1156,1476787,78887,"TAO","Japanese",6.69,"Weekday","4",26,25
"1157",1157,1157,1476744,71743,"Serafina Fabulous Pizza","Italian",16.88,"Weekend","Not given",33,27
"1158",1158,1158,1476951,331143,"Waverly Diner","American",16.3,"Weekday","3",28,25
"1159",1159,1159,1477429,252965,"Five Guys Burgers and Fries","American",9.27,"Weekend","4",23,25
"1160",1160,1160,1476986,298794,"TAO","Japanese",15.86,"Weekend","4",22,17
"1161",1161,1161,1477441,275689,"Blue Ribbon Sushi","Japanese",12.23,"Weekend","Not given",20,24
"1162",1162,1162,1477667,106478,"Balthazar Boulangerie","French",12.13,"Weekend","5",25,24
"1163",1163,1163,1476583,62929,"Bareburger","American",17.03,"Weekend","5",35,21
"1164",1164,1164,1478030,131093,"Bareburger","American",13.77,"Weekend","3",33,29
"1165",1165,1165,1478373,40808,"V-Nam Cafe","Vietnamese",6.01,"Weekday","3",20,31
"1166",1166,1166,1477634,387227,"Blue Ribbon Sushi Bar & Grill","Japanese",29.25,"Weekday","Not given",25,29
"1167",1167,1167,1476591,128224,"Blue Ribbon Sushi","Japanese",16.1,"Weekend","3",26,17
"1168",1168,1168,1476704,325285,"RedFarm Hudson","Chinese",5.73,"Weekday","Not given",25,25
"1169",1169,1169,1478216,142619,"Shake Shack","American",6.07,"Weekend","4",28,19
"1170",1170,1170,1478066,156218,"RedFarm Hudson","Chinese",15.23,"Weekend","5",31,16
"1171",1171,1171,1477626,122802,"Parm","Italian",9.17,"Weekend","Not given",25,17
"1172",1172,1172,1476861,94700,"Tamarind TriBeCa","Indian",29.15,"Weekend","3",35,22
"1173",1173,1173,1476899,335155,"Shake Shack","American",29.05,"Weekend","4",33,16
"1174",1174,1174,1478248,113926,"Han Dynasty","Chinese",33.03,"Weekday","5",35,32
"1175",1175,1175,1477827,65009,"Blue Ribbon Sushi Izakaya","Japanese",8.83,"Weekday","5",34,27
"1176",1176,1176,1477227,373689,"Bareburger","American",6.74,"Weekend","Not given",26,29
"1177",1177,1177,1478034,77786,"Sushi of Gari Tribeca","Japanese",17.03,"Weekend","Not given",23,22
"1178",1178,1178,1478181,97079,"Benihana","Japanese",25.22,"Weekday","4",27,27
"1179",1179,1179,1477489,14869,"Tres Carnes","Mexican",9.17,"Weekend","4",25,30
"1180",1180,1180,1476804,113477,"Schnipper's Quality Kitchen","American",12.18,"Weekend","Not given",31,22
"1181",1181,1181,1478004,54540,"Parm","Italian",12.18,"Weekend","Not given",29,16
"1182",1182,1182,1477650,284835,"Shake Shack","American",15.57,"Weekend","5",32,17
"1183",1183,1183,1478069,130521,"Lucky's Famous Burgers","American",12.13,"Weekday","5",21,30
"1184",1184,1184,1477175,47235,"Blue Ribbon Fried Chicken","American",14.6,"Weekend","3",27,27
"1185",1185,1185,1477943,294478,"Sushi of Gari 46","Japanese",11.84,"Weekend","Not given",27,24
"1186",1186,1186,1477467,164005,"Sushi of Gari","Japanese",14.07,"Weekend","Not given",35,26
"1187",1187,1187,1477474,357761,"Go! Go! Curry!","Japanese",33.03,"Weekend","Not given",22,15
"1188",1188,1188,1477996,82041,"Shake Shack","American",8.1,"Weekend","5",26,27
"1189",1189,1189,1477782,275689,"Dirty Bird to Go","American",12.18,"Weekday","Not given",20,24
"1190",1190,1190,1477527,120353,"Parm","Italian",5.72,"Weekend","4",26,27
"1191",1191,1191,1476837,147468,"Nha Trang One","Vietnamese",15.67,"Weekday","3",23,24
"1192",1192,1192,1477686,105837,"Nobu Next Door","Japanese",12.18,"Weekend","4",29,20
"1193",1193,1193,1476795,103970,"Shake Shack","American",16.2,"Weekend","Not given",20,21
"1194",1194,1194,1477599,60270,"Market Table","American",6.79,"Weekend","Not given",21,17
"1195",1195,1195,1477564,378820,"Sushi Samba","Japanese",12.61,"Weekend","5",29,29
"1196",1196,1196,1476733,264707,"TAO","Japanese",32.93,"Weekend","Not given",34,16
"1197",1197,1197,1477753,65306,"Sushi of Gari Tribeca","Japanese",14.79,"Weekend","Not given",32,24
"1198",1198,1198,1476825,143866,"Otto Enoteca Pizzeria","Italian",24.2,"Weekend","Not given",34,15
"1199",1199,1199,1478010,49987,"Parm","Italian",6.69,"Weekend","5",24,28
"1200",1200,1200,1477113,6987,"Hill Country Fried Chicken","Southern",12.23,"Weekday","4",20,29
"1201",1201,1201,1476549,75169,"Tamarind TriBeCa","Indian",6.74,"Weekend","5",25,26
"1202",1202,1202,1476676,186473,"Blue Ribbon Sushi","Japanese",16.06,"Weekday","Not given",34,33
